feature,source,identified_name,isomer,Mode,Adduct,MMD,KEGGID,HMDBID
C18_443.180153954853_25.4811595762951,annotation,Enalapril,N,C18,M-H+HCOONa,N,C06977,HMDB0014722
HILIC_444.331775909_28.2100930117667,annotation,Psychosine,N,C18,M+H-H2O,N,C01747,HMDB0000648
HILIC_445.107186774059_204.78575019132,annotation,Staphyloferrin A,N,C18,M+H-2H2O,N,C22102,NA
C18_445.244833610508_209.958221317037,annotation,Oleandolide,N,C18,M+Hac-H,N,C11990,NA
C18_445.33321501705_214.430740532075,annotation,7alpha-Hydroxycholest-4-en-3-one,N,C18,M+FA-H,N,C05455,HMDB0001993
HILIC_445.369813065441_30.3208534217797,annotation,3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate,N,C18,M+H,N,C04840,HMDB0011662
C18_446.259833926377_208.953930158623,annotation,Sisomicin,N,C18,M-H,N,C00494,NA
HILIC_446.994867748646_78.0494204558376,annotation,dTDP,N,C18,M+2Na-H,N,C00363,HMDB0001274
HILIC_447.068383764274_262.472342519095,annotation,CDP-ethanolamine,N,C18,M+H,N,C00570,HMDB0001564
C18_447.259928467821_224.964908712396,annotation,N-Acetyl-leu-leu-tyr-amide,N,C18,M-H,N,C11297,NA
C18_447.276485189803_214.055012149961,annotation,16-Feruloyloxypalmitate,N,C18,M-H,N,C18217,NA
HILIC_447.34654993889_26.142056000654,annotation,Stylisterol B,N,C18,M+H,N,C14158,NA
HILIC_447.990073153592_75.3883551499327,annotation,CDP,N,C18,M+2Na-H,Y,C00112,HMDB0001546
HILIC_449.361166135109_26.5667716783758,annotation,Teasterone,N,C18,M+H,N,C15791,NA
C18_450.279124400938_241.645142751186,annotation,Myxalamid A,N,C18,M+Cl,N,C12158,NA
C18_451.126319376652_23.5029587911939,annotation,Astringin,N,C18,M+FA-H,N,C10245,NA
C18_451.31780584059_253.551633110795,annotation,7-Dehydrocholesterol,N,C18,M-H+HCOONa,N,C01164,HMDB0000032
C18_452.29432141955_253.828016594659,annotation,N-Oleoyldopamine,N,C18,M+Cl,N,C12272,NA
C18_453.157075756761_28.4197237356423,annotation,Rotenone,N,C18,M+Hac-H,N,C07593,HMDB0034436
C18_455.233346070844_163.126729883162,annotation,Phytyl diphosphate,N,C18,M-H,N,C05427,NA
C18_457.238433663578_207.321679748046,annotation,Lovastatin acid,N,C18,M+Cl,Y,C21130,NA
C18_457.258221550915_207.447870120604,annotation,Bis(2-ethylhexyl)phthalate,N,C18,M-H+HCOONa,Y,C03690,HMDB0249243
HILIC_458.23814571094_29.2450887264379,annotation,Epothilone A,N,C18,M+H-2H2O,N,C12153,NA
HILIC_459.066961186687_122.778940692435,annotation,Premithramycinone,N,C18,M+2Na-H,N,C12383,NA
C18_460.258307079609_189.497029699514,annotation,Undecylprodigiosin,N,C18,M-H+HCOONa,N,C12023,NA
C18_461.290332755768_216.922396899202,annotation,3-Dehydroecdysone,N,C18,M-H,Y,C02513,NA
C18_461.364009701445_291.606941366353,annotation,"Cholest-5-ene-3beta,26-diol",N,C18,M+Hac-H,N,C15610,NA
C18_462.065520583893_21.3814145339579,annotation,"N6-(1,2-Dicarboxyethyl)-AMP",N,C18,M-H,N,C03794,HMDB0000536
HILIC_462.145812219137_27.3322186631598,annotation,(Glutathione-S-yl)(1H-indol-3-yl)acetonitrile,N,C18,M+H,N,C21664,NA
HILIC_463.095324035697_124.102535423268,annotation,N6-Succino-2-amino-2'-deoxyadenylate,N,C18,M+H,N,C22395,NA
C18_464.314784662748_173.53177657863,annotation,Emindole SB,N,C18,M+Hac-H,N,C20527,NA
HILIC_465.064463545348_145.105702509009,annotation,4-Hydroxyglucobrassicin,N,C18,M+H,N,C08422,NA
C18_465.332803644008_253.908263450997,annotation,Campest-4-en-3-one,N,C18,M-H+HCOONa,N,C15785,HMDB0012196
C18_465.349188941258_254.012640401356,annotation,alpha-Tocopherol,N,C18,M+Cl,N,C02477,HMDB0001893
C18_467.045092854263_22.4634949479923,annotation,MM 4550,N,C18,M+Hac-H,N,C20815,NA
HILIC_467.119294372736_178.476361017872,annotation,Plantagoside,N,C18,M+H,N,C17531,NA
HILIC_469.202628876197_137.345406788478,annotation,Kanamycin X,N,C18,M+H-NH3,N,C20614,NA
C18_469.307337400678_254.32567271021,annotation,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",N,C18,M+Cl,Y,C01301,HMDB0003533
C18_473.253125891747_203.226560019788,annotation,"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate",N,C18,M-H+HCOONa,N,C01292,NA
C18_475.182375162896_205.925663842153,annotation,Kanokoside A,N,C18,M-H,N,C17428,NA
HILIC_476.093210350423_239.380975101628,annotation,trans-Zeatin riboside monophosphate,N,C18,M+2Na-H,N,C16430,NA
HILIC_476.306234848608_32.4790202235862,annotation,Netilmicin,N,C18,M+H,N,C07657,HMDB0015090
C18_480.112259724494_23.1279008080944,annotation,6-Amino-6-deoxyfutalosine,N,C18,M-H+HCOONa,N,C20773,NA
HILIC_481.348018445837_40.129874230834,annotation,Neurosporaxanthin,N,C18,M+H-H2O,N,C08607,NA
HILIC_482.36036878883_42.2000132981632,annotation,1-O-Hexadecyl-lyso-sn-glycero-3-phosphocholine,N,C18,M+H,N,C13903,HMDB0243890
C18_482.874685960515_89.2278767202824,annotation,"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E-dienoate",N,C18,M-H+HCOONa,N,C06651,NA
C18_482.96095574325_19.0214941854884,annotation,UTP,N,C18,M-H,N,C00075,HMDB0000285
C18_483.273417119021_152.399636170276,annotation,Stigmatellin Y,N,C18,M-H,N,C12150,NA
HILIC_483.364034963009_42.9179442728412,annotation,"4'-Apo-beta,psi-caroten-4'-al",N,C18,M+H,N,C19892,NA
HILIC_485.063953238173_85.5550214786401,annotation,"alpha,beta-Dihydroxyethyl-TPP",N,C18,M+H,N,C13378,NA
HILIC_486.305748671048_28.8749528630858,annotation,Novamethymycin,N,C18,M+H,Y,C20741,NA
HILIC_487.085787163489_160.417447988615,annotation,Isoquercitrin,N,C18,M+Na,N,C05623,HMDB0037362
HILIC_489.089117149709_130.063221383569,annotation,(L-Prolyl)adenylate,N,C18,M+2Na-H,Y,C20656,NA
HILIC_492.230973270397_165.781546799303,annotation,6''-O-Carbamoylkanamycin A,N,C18,M+H-2H2O,N,C20699,NA
HILIC_492.992898744708_43.6542670288059,annotation,dITP,N,C18,M+H,Y,C01345,HMDB0003537
C18_495.043483034431_22.0390972463418,annotation,CDP-N-methylethanolamine,N,C18,M+Cl,N,C03486,NA
C18_495.334931698653_272.508482133675,annotation,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate",N,C18,M+FA-H,Y,C04722,NA
C18_495.368132056872_254.181329458853,annotation,"3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane",N,C18,M+Hac-H,N,C05446,HMDB0001231
C18_496.055276893553_38.4694317270664,annotation,3-Phosphoglycerol-glutathione,N,C18,M+Cl,N,C03928,NA
HILIC_497.104152935652_92.5779017703695,annotation,2-Methyl-1-hydroxypropyl-ThPP,N,C18,M+H,Y,C15976,HMDB0006866
C18_497.242818375336_201.398277982654,annotation,Diphenoxylate,N,C18,M+FA-H,N,C07872,HMDB0015213
C18_497.323541814614_259.111873175324,annotation,3beta-Hydroxy-5alpha-cholest-7-ene-4alpha-carboxylate,N,C18,M-H+HCOONa,N,C04746,NA
C18_498.923260145296_69.9104046145368,annotation,"1D-myo-Inositol 1,3,4,5-tetrakisphosphate",N,C18,M-H,N,C01272,HMDB0001059
C18_501.197960509416_214.755305220796,annotation,Lusitanicoside,N,C18,M+Hac-H,N,C10474,HMDB0034120
C18_504.030581095098_173.377756784406,annotation,Sporidesmin J,N,C18,M+FA-H,N,C16768,NA
C18_504.273030070801_200.177614193415,annotation,Terpendole E,N,C18,M-H+HCOONa,N,C20536,NA
C18_506.288432606262_179.019537118173,annotation,N-Arachidonyldopamine,N,C18,M-H+HCOONa,N,C12271,NA
C18_506.952664363912_60.535191275555,annotation,"Quercetin 3,3'-bissulfate",Y,C18,M+FA-H,N,C01155,NA
C18_506.952664363912_60.535191275555,annotation,"Quercetin 3,4'-bissulfate",Y,C18,M+FA-H,N,C01156,NA
C18_507.369205651671_293.642372664831,annotation,Typhasterol,N,C18,M+Hac-H,N,C15793,HMDB0034423
HILIC_509.182585217864_261.48314400387,annotation,Acetylblasticidin S,N,C18,M+2Na-H,N,C02808,NA
C18_511.221877323268_195.419457575908,annotation,Dihydrogeranylgeranyl diphosphate,N,C18,M+Hac-H,N,C17439,NA
HILIC_511.327535415206_31.9803172726428,annotation,3-O-alpha-Mycarosylerythronolide B,N,C18,M+H-2H2O,N,C06630,NA
C18_512.939223822444_64.2929522197539,annotation,alpha-D-Ribose 1-methylphosphonate 5-triphosphate,N,C18,M+FA-H,N,C20422,NA
C18_515.298687189846_294.382778276704,annotation,2-Deoxyecdysone,N,C18,M-H+HCOONa,N,C16495,NA
HILIC_519.075086641044_148.725787668615,annotation,Lipoyl-AMP,N,C18,M+H-NH3,Y,C16238,HMDB0059635
HILIC_520.218928941199_285.832846965,annotation,6-O-Methyldeacetylisoipecoside,N,C18,M+H-H2O,N,C21566,NA
C18_520.268057721941_145.765308360607,annotation,Novamethymycin,N,C18,M+Cl,Y,C20741,NA
C18_521.236453764836_195.571252053367,annotation,Rhodojaponin IV,N,C18,M-H+HCOONa,N,C09180,NA
C18_521.384928669759_294.967751827498,annotation,Protopanaxatriol,N,C18,M+FA-H,N,C20716,NA
C18_523.326002076418_249.316142300418,annotation,Ecdysone,N,C18,M+Hac-H,N,C00477,NA
C18_524.241491754691_247.19629619939,annotation,Fumitremorgin B,N,C18,M+FA-H,N,C20630,NA
HILIC_524.981933816939_80.0644776133087,annotation,XTP,N,C18,M+H,N,C00700,HMDB0000293
C18_526.955478685544_61.2556566711481,annotation,dITP,N,C18,M+Cl,Y,C01345,HMDB0003537
C18_527.241437533966_253.116253965944,annotation,Mucronine B,N,C18,M+Cl,N,C10010,NA
C18_528.272807612099_198.482703402703,annotation,Zygadenine,N,C18,M+Cl,N,C10831,NA
HILIC_530.091423230573_158.854507938581,annotation,"dTDP-4-amino-4,6-dideoxy-D-glucose",N,C18,M+H-H2O,N,C04268,NA
HILIC_530.128165122988_154.442067658796,annotation,"dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-D-glucose",N,C18,M+H,N,C21395,NA
C18_531.074413980767_239.830772370186,annotation,Delphinidin 3-O-glucoside,N,C18,M-H+HCOONa,N,C12138,HMDB0037997
C18_531.265678855584_208.943851317209,annotation,Laninamivir octanoate,N,C18,M+Hac-H,N,C21598,NA
C18_533.289259556365_151.890265252337,annotation,Cholesterol sulfate,N,C18,M-H+HCOONa,N,C18043,HMDB0000653
C18_535.036847345413_20.7383141561588,annotation,UDP-D-xylose,N,C18,M-H,N,C00190,HMDB0001013
C18_536.068090606214_20.5919937523212,annotation,CDP-ribitol,N,C18,M-H,N,C00789,NA
C18_538.275057730738_291.780403033709,annotation,Apramycin,N,C18,M-H,Y,C01555,NA
C18_538.97469157819_62.040514944672,annotation,Thiamin triphosphate,N,C18,M+Cl,N,C03028,HMDB0001512
C18_540.053143017112_20.7117898963424,annotation,Cyclic ADP-ribose,N,C18,M-H,N,C13050,NA
HILIC_540.263615604626_163.437397842591,annotation,Antibiotic JI-20B,N,C18,M+2Na-H,N,C17705,NA
HILIC_542.06821366836_289.775270903818,annotation,ADP-ribose,N,C18,M+H-H2O,Y,C00301,HMDB0001178
C18_542.314349619596_286.887983026421,annotation,Taurolithocholate,N,C18,M+Hac-H,N,C02592,HMDB0000722
HILIC_543.132039258098_125.083338489772,annotation,Mometasone furoate,N,C18,M+Na,N,C07817,NA
C18_544.231604506862_254.265117100616,annotation,Cytochalasin A,N,C18,M-H+HCOONa,N,C19953,NA
C18_544.267745259071_146.443413754095,annotation,Acetylbrowniine,N,C18,M+Cl,Y,C08654,NA
HILIC_545.237480759845_270.394098731845,annotation,10-Deacetylbaccatin III,N,C18,M+H,N,C11700,NA
HILIC_546.049923472966_185.340125296412,annotation,UDP-L-Ara4FN,N,C18,M+H-H2O,N,C16154,NA
HILIC_549.133303847795_163.132219449933,annotation,Urdamycinone F,N,C18,M+2Na-H,N,C12410,NA
C18_549.237789106148_221.695583297706,annotation,Gentamicin X2,N,C18,M-H+HCOONa,N,C17702,NA
HILIC_553.168415967802_141.795447183451,annotation,Gibberellin 2-O-beta-D-glucoside,N,C18,M+2Na-H,N,C04070,NA
C18_555.272624334111_149.163877268007,annotation,Leukotriene D4,N,C18,M+Hac-H,N,C05951,HMDB0003080
HILIC_556.086609312514_237.705417727403,annotation,GDP-beta-L-colitose,N,C18,M+H-H2O,N,C20613,NA
HILIC_556.138121714257_280.608707249117,annotation,Biotinyl-5'-AMP,N,C18,M+H-H2O,N,C05921,HMDB0004220
C18_556.304759201282_201.510747708779,annotation,Mycinamicin VII,N,C18,M+Cl,N,C15683,NA
HILIC_557.18896254646_36.6885200514489,annotation,Raucaffricine,N,C18,M+2Na-H,N,C02074,NA
C18_558.063717486698_20.009922908387,annotation,ADP-ribose,N,C18,M-H,Y,C00301,HMDB0001178
HILIC_559.115643066325_95.7246492016206,annotation,S-Formylmycothiol,N,C18,M+2Na-H,N,C06718,NA
HILIC_559.433837041644_26.141175436328,annotation,Eleutheroside A,N,C18,M+H-H2O,N,C20785,NA
HILIC_561.121739630221_164.913978111508,annotation,Quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside],N,C18,M+H-2H2O,N,C12637,NA
HILIC_561.13687057449_161.025156924675,annotation,Epicatechin-(4beta->8)-ent-epicatechin,N,C18,M+H-H2O,N,C10221,NA
HILIC_563.029161932666_158.975127953794,annotation,UDP-glucuronate,N,C18,M+H-H2O,Y,C00167,HMDB0000935
C18_563.068410202178_19.3389855239257,annotation,dTDP-glucose,N,C18,M-H,Y,C00842,HMDB0001328
C18_563.283964452861_233.713761263302,annotation,Taxuyunnanin C,N,C18,M+Hac-H,N,C15537,NA
C18_563.993577428458_175.565875396765,annotation,3'-Keto-3'-deoxy-ATP,N,C18,M+Hac-H,N,C07024,NA
C18_565.046893723164_19.8876713278813,annotation,UDP-glucose,N,C18,M-H,N,C00029,HMDB0000286
HILIC_565.053263896127_78.371034099004,annotation,Pseudohypericin,N,C18,M+2Na-H,N,C10392,NA
HILIC_565.083094665423_115.540303776215,annotation,dTDP-glucose,N,C18,M+H,Y,C00842,HMDB0001328
HILIC_567.961534262997_35.2326634943087,annotation,GTP,N,C18,M+2Na-H,N,C00044,HMDB0001273
HILIC_570.355931026626_39.4778841379443,annotation,Janthitrem C,N,C18,M+H,N,C20601,NA
C18_570.356607891527_290.402958177548,annotation,"21,22-Diprenylpaxilline",N,C18,M-H,N,C20561,NA
C18_573.966972009419_40.8981222887248,annotation,3'-Phosphoadenylyl sulfate,N,C18,M-H+HCOONa,N,C00053,HMDB0001134
C18_574.316276114042_293.365492458367,annotation,Ciliatocholate,N,C18,M+Hac-H,N,C05683,NA
C18_575.069824619449_197.738478535303,annotation,"dTDP-4-oxo-2,6-dideoxy-D-allose",N,C18,M+FA-H,N,C11928,NA
C18_577.339616865005_288.463498313154,annotation,Deacetylcucurbitacin C,N,C18,M+Hac-H,N,C22435,NA
C18_577.377375914842_289.332773792977,annotation,Asparagoside A,N,C18,M-H,N,C08886,NA
HILIC_577.518575200281_32.5531533445273,annotation,1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycerol,N,C18,M+H-H2O,N,C13861,HMDB0007102
C18_578.886188689401_73.4447031197582,annotation,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",N,C18,M-H,Y,C01284,HMDB0003529
C18_579.029214658424_20.657738864146,annotation,UDP-glucuronate,N,C18,M-H,Y,C00167,HMDB0000935
HILIC_580.028482353149_258.559056675141,annotation,ADP-5-ethyl-4-methylthiazole-2-carboxylate,N,C18,M+H-NH3,N,C20784,NA
C18_580.091668780266_20.497438406161,annotation,Lipoyl-AMP,N,C18,M+FA-H,Y,C16238,HMDB0059635
C18_580.399321967786_293.624098401786,annotation,dl-alpha-Tocopherol nicotinate,N,C18,M+FA-H,N,C12981,NA
C18_581.032048274897_18.7581944894845,annotation,dTDP-4-dehydro-beta-L-rhamnose,N,C18,M+Cl,N,C00688,HMDB0304343
C18_583.253549948625_153.447669678838,annotation,Bilirubin,N,C18,M-H,N,C00486,HMDB0000054
HILIC_585.061745463773_211.182044468544,annotation,UDP-2-acetamido-2-deoxy-alpha-D-galacturonamide,N,C18,M+H-2H2O,N,C22245,NA
HILIC_585.270109988377_27.8272441119784,annotation,"15,16-Dihydrobiliverdin",N,C18,M+H,N,C11630,NA
C18_585.360233193851_182.007272794229,annotation,13-beta-D-Glucosyloxydocosanoate,N,C18,M-H+HCOONa,N,C04103,NA
C18_586.93646998009_63.0885933609141,annotation,Inosine 5'-tetraphosphate,N,C18,M-H,Y,C03614,NA
C18_588.07442889245_20.4133611371968,annotation,GDP-L-fucose,N,C18,M-H,N,C00325,HMDB0001095
C18_591.316330365627_162.772215632466,annotation,I-Urobilinogen,N,C18,M-H,Y,C05790,HMDB0001898
C18_591.318735730195_292.663805699955,annotation,5beta-Cyprinolsulfate,N,C18,M+Hac-H,N,C05468,HMDB0006888
C18_591.393899853505_294.368019009032,annotation,Vecuronium,N,C18,M+Cl,N,C07553,HMDB0015432
C18_595.491455285302_264.46284088737,annotation,1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycerol,N,C18,M+FA-H,N,C13864,NA
C18_599.363500264525_288.83858392728,annotation,Canthaxanthin,N,C18,M+Cl,N,C08583,HMDB0003154
C18_600.06026558262_201.622663633842,annotation,4'-O-Demethylrebeccamycin,N,C18,M+FA-H,N,C19700,NA
C18_600.929656617154_52.393170108626,annotation,"Quercetin 3,3',7-trissulfate",Y,C18,M+Hac-H,N,C03897,NA
C18_600.929656617154_52.393170108626,annotation,"Quercetin 3,4',7-trissulfate",Y,C18,M+Hac-H,N,C03898,NA
HILIC_601.215197959346_38.409738118617,annotation,Loganin pentaacetate,N,C18,M+H,N,C11663,NA
C18_601.300606283842_259.88188156494,annotation,Neriifolin,N,C18,M-H+HCOONa,N,C08876,NA
HILIC_601.334621654612_46.2026829154275,annotation,5-Oxoavermectin ''2a'' aglycone,N,C18,M+H,N,C11970,NA
C18_602.305246411767_258.131162119988,annotation,Penitrem D,N,C18,M+Cl,N,C20596,NA
C18_603.2513631076_254.883341251703,annotation,Leukotriene F4,N,C18,M+Cl,Y,C06462,HMDB0006465
HILIC_603.382017203475_38.3964253565705,annotation,Phoenicoxanthin,N,C18,M+Na,N,C15967,NA
HILIC_603.534373641866_29.5957618438423,annotation,1-O-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycerol,N,C18,M+Na,N,C13862,NA
C18_604.069354622255_20.1043451258744,annotation,GDP-mannose,N,C18,M-H,Y,C00096,HMDB0001163
C18_605.238109273494_149.073215894776,annotation,Chloramphenicol palmitate,N,C18,M+FA-H,N,C11726,NA
C18_606.073997523684_20.1965073291406,annotation,UDP-N-acetyl-alpha-D-glucosamine,N,C18,M-H,N,C00043,HMDB0000290
HILIC_606.082979310272_139.197505142253,annotation,GDP-mannose,N,C18,M+H,Y,C00096,HMDB0001163
C18_607.077378842047_20.1408569018581,annotation,dTDP-4-deoxy-4-thio-alpha-D-digitoxose,N,C18,M+Hac-H,N,C21349,NA
HILIC_610.06272341691_183.610348586281,annotation,4-Glutathionyl cyclophosphamide,N,C18,M+2Na-H,N,C11583,HMDB0060387
C18_611.144235199824_19.8079546187131,annotation,Glutathione disulfide,N,C18,M-H,Y,C00127,HMDB0003337
HILIC_611.183889562625_27.6665295312072,annotation,100-1,N,C18,M+2Na-H,N,C12405,NA
C18_613.140066697645_19.7438426571022,annotation,CMP-N-acetylneuraminate,N,C18,M-H,N,C00128,HMDB0001176
HILIC_613.159186691018_283.896536294336,annotation,Glutathione disulfide,N,C18,M+H,Y,C00127,HMDB0003337
C18_615.31508206088_267.941283961047,annotation,Cucurbitacin E,N,C18,M+Hac-H,N,C08797,NA
C18_617.260816824132_266.506960251769,annotation,Convallatoxin,N,C18,M-H+HCOONa,N,C08858,NA
C18_617.334735130835_270.969159201585,annotation,Cucurbitacin B,N,C18,M+Hac-H,N,C08794,HMDB0034927
C18_620.02044974598_19.3018479073936,annotation,2'-Phospho-cyclic ADP-ribose,N,C18,M-H,N,C20742,NA
C18_621.274701192714_221.635281724441,annotation,Protoporphyrin,N,C18,M+Hac-H,N,C02191,HMDB0000241
C18_621.297049897901_276.349983500337,annotation,Obaberine,N,C18,M-H,N,C09596,NA
C18_621.301507346626_151.127854165624,annotation,"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone",N,C18,M-H+HCOONa,N,C11961,NA
HILIC_621.393878277682_36.4447345005828,annotation,4-Ketomyxol,N,C18,M+Na,N,C15928,NA
HILIC_623.137272947924_261.481726679515,annotation,Vitexin 2''-O-beta-L-rhamnoside,N,C18,M+2Na-H,N,C12628,NA
HILIC_627.071669393658_161.242595008807,annotation,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate",N,C18,M+H-2H2O,N,C19725,NA
HILIC_629.196412865588_31.2258042556761,annotation,Magnesium protoporphyrin,N,C18,M+2Na-H,Y,C03516,NA
HILIC_630.108714168386_124.663058812205,annotation,NADH,N,C18,M+H-2H2O,Y,C00004,HMDB0001487
HILIC_632.394496182608_38.1169498385058,annotation,1-Palmitoyl-2-(5-hydroxy-8-oxo-6-octenoyl)-sn-glycero-3-phosphocholine,N,C18,M+H-H2O,Y,C13901,NA
C18_634.37228955887_192.748126081028,annotation,"20,21-Diprenylterpendole I",N,C18,M+FA-H,N,C20532,NA
C18_637.434830637327_292.115562824742,annotation,Ginsenoside F1,N,C18,M-H,N,C20780,NA
C18_639.269341775394_186.065469121644,annotation,Daphnandrine,N,C18,M+FA-H,N,C09415,NA
C18_645.334318622645_264.146016045608,annotation,Presqualene diphosphate,N,C18,M+Hac-H,N,C03428,HMDB0001278
HILIC_646.02064556442_211.076746642195,annotation,2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,N,C18,M+2Na-H,N,C11436,HMDB0304084
C18_646.341138773226_266.251227494711,annotation,Lolitrem K,N,C18,M+FA-H,N,C20533,NA
HILIC_647.198645080282_124.294254513194,annotation,"8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C",N,C18,M+H,N,C20977,NA
HILIC_649.225189765452_198.150170519549,annotation,N-Demethyl-desepoxyansamitocin P-3,N,C18,M+2Na-H,N,C20137,NA
C18_651.246021200612_201.493976671859,annotation,12-Ethyl-8-propyl-3-vinylbacteriochlorophyllide d,N,C18,M-H+HCOONa,N,C21428,NA
HILIC_660.094837224362_147.623095956608,annotation,5'-O-Phosphonoadenylyl-(3'->5')-adenosine,N,C18,M+H-NH3,N,C22092,NA
C18_662.101419869047_20.4823488808785,annotation,NAD+,N,C18,M-H,N,C00003,HMDB0000902
HILIC_664.02633460983_77.4896642361534,annotation,GDP-D-mannuronate,N,C18,M+2Na-H,N,C00976,NA
C18_664.117434093503_20.2643328848276,annotation,NADH,N,C18,M-H,Y,C00004,HMDB0001487
C18_664.983136645966_63.3932844842301,annotation,UDP-6-sulfoquinovose,N,C18,M+Cl,N,C11521,NA
HILIC_668.23397449291_200.213147690558,annotation,Acarbose,N,C18,M+Na,N,C06802,HMDB0014429
C18_669.257040571213_246.784018976032,annotation,12-Ethyl-8-propylbacteriochlorophyllide d,N,C18,M-H+HCOONa,N,C21433,NA
HILIC_674.359653685143_287.78438272066,annotation,Gabunine,N,C18,M+H-NH3,N,C09195,NA
C18_675.233620072213_266.839503577783,annotation,7(1)-Hydroxychlorophyllide a,Y,C18,M+FA-H,N,C16540,NA
C18_675.233620072213_266.839503577783,annotation,Bacteriochlorophyllide b,Y,C18,M+FA-H,N,C18156,NA
HILIC_677.085915104649_263.793753156647,annotation,"UDP-N,N'-diacetylbacillosamine",N,C18,M+2Na-H,N,C20357,NA
HILIC_677.458987517272_25.7775990845741,annotation,Hydroxychlorobactene glucoside,N,C18,M+H-2H2O,N,C15914,NA
C18_680.957154038348_63.5594848095023,annotation,N-Acetyl-L-phenylalanyl-L-diiodotyrosine,N,C18,M+Hac-H,N,C04418,NA
HILIC_687.081691818816_276.347107832266,annotation,Deamino-NAD+,N,C18,M+Na,N,C00857,HMDB0001179
HILIC_689.050666768977_250.920859580259,annotation,Adenylated molybdopterin,N,C18,M+H-2H2O,N,C19848,HMDB0059628
HILIC_689.210928696802_218.794944011564,annotation,Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside,N,C18,M+H-2H2O,N,C15582,NA
HILIC_689.917926775614_76.6677986441708,annotation,Adenosine 5'-pentaphosphate,N,C18,M+Na,N,C20198,HMDB0059647
HILIC_691.20995282377_203.88148108325,annotation,Pradimicin B,N,C18,M+H-H2O,Y,C06783,NA
